,Ecc_Mult,Ecc_Sing,Stellar_Mass,Inc,Arg,Long,Period,Semimajor
0,0.024566555125319026,0.20385509630114662,0.5882653962487424,25.63240895646021,141.48087724020752,173.65464131319175,219.8333585680728,0.5972936250799642
1,0.017028464756066248,0.6127966860202135,0.22146680373724895,-4.569058628126356,285.75343895947515,261.78462961912066,135.25328730686076,0.3119865087685733
2,0.024641531734565274,0.21850754985629153,0.12306194425106205,-65.64938020093763,215.39612488861948,355.37046941115835,71.58565580542488,0.1678261550012905
3,0.062474564754417816,0.42690226099057776,0.15879667081670337,58.77538280961318,202.5463352438077,338.88739605154535,101.58756856198524,0.23073238593653425
4,0.033774523819092094,0.1432717338065903,0.12803222573584502,61.48149746213008,325.19260083375354,166.4385725452461,76.54588603561065,0.17782332101081783
5,0.01662954442118293,0.08367647280179549,0.752714865340682,-85.1482843999806,247.20476393807618,107.37740726033047,242.3406566008319,0.6919829595611118
6,0.011219536010835692,0.4980702881584905,0.12639160203573027,82.70934725590308,168.5392812431982,98.41500085342977,74.94390393927956,0.17458140991236148
7,0.020652673538638436,0.3263228542384234,0.3605703195163869,-74.91811624163986,76.97209755436174,15.149530876622826,176.55500407267647,0.43838033187366976
8,0.025046803417522683,0.28441214542110427,0.6547412777232174,-28.29987512595354,186.56354872959238,320.19006533703504,230.5536914018597,0.6389580450241469
9,0.010888532527799331,0.5458667939081289,0.35910983313350214,9.659825529358045,227.29275767247162,11.80223430848919,176.24336501160354,0.4372723319135606
10,0.0367997687914065,0.29738061727306264,0.1668981406705222,-42.88205295820945,110.36057709474815,289.846283681423,106.97207022293327,0.24280920594509847
11,0.025271112004735176,0.5377155998116688,0.6309437816795356,8.743198582193614,113.64175310480236,200.10985541563232,227.02521187777933,0.6246652256556138
12,0.006296155239301634,0.23244508295074223,0.5047992071789044,59.32152871206026,162.46921827757492,10.35625956849148,201.42903858546077,0.5354537814956453
13,0.029706024393638942,0.07568894903502325,0.15494970757644722,35.440752218097685,232.8594534820346,83.80112306477848,98.88279768287853,0.22477351267093562
14,0.010672964410794038,0.2544293800521017,4.148818043513031,65.96283818024841,103.56651579446081,180.94245383786375,293.8975893911131,1.3900802106715635
15,0.02667061258751257,0.30128028401402396,0.11438414921262278,36.41655912976785,117.38745073853909,239.995810675254,62.07384890242097,0.14893454648103255
16,0.024189497091896123,0.338955733947057,0.6494221621129079,1.3568186696869873,319.9046125852144,80.29671574355164,229.79172055505666,0.635818268064294
17,0.021664438447955858,0.40449518926580913,0.8158937994674741,-77.19821232635452,273.0357143488772,233.91021500394712,248.19688525988886,0.7222315855232144
18,0.012731396268758336,0.5842660362793966,1.3539076496730569,-13.63162565700462,171.57729039432368,147.3309814150987,273.4563321562417,0.9121285557829896
