,Ecc_Mult,Ecc_Sing,Stellar_Mass,Inc,Arg,Long,Period,Semimajor
0,0.029568534779325573,0.776061418987617,0.6770058729407377,28.848280538997187,181.21217361886283,297.4445713960297,233.58924990506927,0.6517790978667568
1,0.013097809906605149,0.26228763032361324,0.29362310681076903,-30.059514007018905,356.45480685939435,210.92790781875266,160.14490979322753,0.3835952476045222
2,0.009620641413222641,0.5841892378851911,1.4075270470288663,60.007710278430835,245.53738850094717,127.79080778560278,274.77792024303477,0.926988870003992
3,0.03514229531372176,0.4851431771456278,1.272464386689017,-85.7962145331675,164.75924601849113,96.95510299100876,271.1989225164257,0.8885357385591736
4,0.03626828567497096,0.3803352840309722,0.5072619950547884,-49.717972925805206,80.71086805331056,335.90412737990346,202.07805344147792,0.537474573464708
5,0.023430088955808163,0.4857984165104101,0.5472206599542687,-89.44480326088627,324.61741694988905,179.93781843148636,211.62902330520734,0.5684671357503465
6,0.03627342555390948,0.5279824091731573,0.38363064391840196,7.321102195414269,30.436543500030574,225.62371162021253,181.25489428049318,0.45544084212995
7,0.023164111512577912,0.6144544505097976,1.1058820764190593,-67.7623540245973,14.115710414850891,206.38112451534903,265.35173025757587,0.8357029547865568
8,0.03211467769220682,0.5082580560609992,0.44232057398821417,-53.231833217186235,196.11756142136318,102.19433324321645,191.63617491111498,0.49563856547680535
9,0.023730088215714654,0.4171415196420263,5.073420602667817,53.44885947298491,242.95428045200708,178.0256539036697,295.31761917146713,1.491285895865392
10,0.0338343715185347,0.3207843288871869,1.7364845155104056,-5.4546118229039,190.46604746693657,277.2285077224138,280.8590952850251,1.0088277394552139
11,0.029520751905073053,0.48557499340298327,0.3470725368996285,35.075598220642576,336.2815173578137,288.91871212787936,173.60603479619255,0.4280071367490743
12,0.010676451054760916,0.4564856522719262,0.19402043228091279,-73.96265686738434,335.79011860933696,350.3779455005345,122.48777852707958,0.2794336542120902
13,0.010494910398893808,0.21150365256206077,0.12002312874993787,52.79593848696149,190.74432865754443,93.93829403856203,68.3868338896621,0.16143747702240416
14,0.03010946366971258,0.13125277302419336,0.5828881084430537,-18.820478460716913,155.47667191294227,107.34122872099492,218.83725248647548,0.5936679672543482
