,Ecc_Mult,Ecc_Sing,Stellar_Mass,Inc,Arg,Long,Period,Semimajor
0,0.006895212784803071,0.46242766654820755,0.730421468298845,90,322.7053288329257,294.23269305876045,239.98622503799223,0.680638380292625
1,0.024547144999945484,0.5571910890671691,0.12266944957270744,90,175.41759581643785,265.68410063606404,71.17991278535258,0.16701346585968826
2,0.005446331338250048,0.08025816060238151,0.10629654515021743,90,91.2801746793076,308.4945258017202,52.009088100957285,0.12916958311234417
3,0.025410301698354596,0.5894922185632553,0.9307652952824549,90,278.33732258895435,329.61732520654544,256.493163480846,0.7713739565534495
4,0.033884949852968714,0.3248769785651801,0.6415497501173196,90,125.68845651463236,57.80372090352762,228.63631187045942,0.631114220586494
5,0.004301608679192324,0.9058681238741607,1.6317312098908743,90,280.95468699443046,270.87919093216107,279.22980492320903,0.98429460358872
6,0.021047211866291233,0.27128236658845295,0.27454910210204664,90,96.56933834012175,177.77240659819086,154.47928981130863,0.366202440337862
7,0.008178150122717907,0.3153156446070711,0.1887405379662588,90,321.1240511483886,249.5827074083321,119.72744307394878,0.27270007039034727
8,0.02071791943278801,0.5665822196512555,0.09424729544245249,90,14.944136406785926,200.43780079924312,34.003307199976554,0.09347700450779031
9,0.029998927795323586,0.30668964104809227,0.09096012885185178,90,33.95152088218167,97.28057771558082,28.206305056876726,0.0815546766309266
10,0.010133899744899264,0.19097925312602623,0.1977636100116402,90,237.46280810481574,294.0810645597589,124.37902335342983,0.2841065658777952
11,0.024244995807451385,0.1881248048868578,0.7796084064406167,90,97.17863101586754,39.08463790680215,244.9704435992374,0.7051838305094457
12,0.023358349270989124,0.2715988825487506,38.52677257316644,90,138.46004038148703,347.03314160402147,299.71866828292093,2.9602686186619196
13,0.02423083733652423,0.24789777359016646,0.08663206680411115,90,82.04567166980746,1.6247715377160832,19.706917565264064,0.06317904746336901
14,0.035211765206024925,0.43125354212877975,2.433410771517444,90,109.1124702259385,253.72859602127124,287.70581289448717,1.1471986180175422
15,0.008920540333177749,0.5373634527478564,0.10049184996006928,90,220.6180416770211,32.469259984628145,43.87249311471137,0.11318082938773773
16,0.024258278632187196,0.3246342193649966,0.304296871765914,90,228.22226679413055,284.56406081075977,163.09467099693686,0.3929404383483557
17,0.038392545021655115,0.09346964591224946,0.206782955263792,90,4.75640430602664,140.6391123959259,128.72918990550934,0.2950466256599307
18,0.019455552098357455,0.3068671146351504,0.13536422262192108,90,164.12488416305735,27.790694863636713,83.31929559490902,0.1916899774551863
19,0.02454532590915134,0.7492287539836884,1.2595227601492511,90,268.71060415687685,203.99100315868557,270.8087911635646,0.884663741279615
20,0.01977687183722135,0.3619319234261735,0.08674175522240826,90,323.665870402422,166.15919438848155,19.93747890235742,0.06369772837514304
21,0.006500313252783285,0.8614407866082181,0.12964008319811368,90,76.01832537342142,284.0337122899107,78.08386574172216,0.18094851352331018
22,0.03393125585572542,0.5642635013596012,2.8229050879735684,90,101.48682224900627,46.90759794756649,289.8815457964895,1.2114723874181477
23,0.004342205496913243,0.14920996735772163,0.8661955930860846,90,251.695031682512,289.26482833926275,252.14817694873523,0.7445781034523165
24,0.02375109668141317,0.35021167627437905,0.5798347362149633,90,345.0921635527051,294.91990553159644,218.2617562457929,0.5915900878039191
25,0.04617427534472195,0.11840830670238411,0.11095065318179567,90,158.27319835734383,221.36017864152112,57.96043163470965,0.14084196549775133
26,0.02508323127932048,0.2937441241111572,0.6931658841175687,90,322.22506367621185,302.2757324221234,235.64811281607655,0.6607787772841262
27,0.02588898769121503,0.5161823945141141,0.1142044681211069,90,80.50298900563752,114.80381338479646,61.86393993774457,0.14852074905566312
28,0.0333266784301604,0.3582428376047266,0.1170693989608844,90,347.96010849268436,11.690077415676354,65.14462186145086,0.15500102018307818
29,0.018759252844922747,0.2907279607964818,0.15624821498228883,90,111.02856100797698,273.8493777260792,99.80708240908788,0.22680205074158918
30,0.028895863754559336,0.2808903855042366,0.11539762612718774,90,48.09317195221782,220.34243016199594,63.24724372878166,0.1512496609165366
31,0.017953352068858723,0.19793703078561742,0.08415736799921512,90,270.08484618971795,348.33514429455295,14.23076068960805,0.05036364729759722
32,0.011020961727015024,0.21026098740762467,0.6270855413228592,90,6.477136925428262,165.56050533447055,226.4229708416631,0.6222863872751282
33,0.026907428213385615,0.5632643213504246,0.3495346090335129,90,105.76307106957474,322.93465068888446,174.1557060362517,0.429921913554627
34,0.01116630041723555,0.48394541304261923,0.5140930412622093,90,183.87683397836193,325.2664350293876,203.8387652840049,0.5430078947594783
35,0.013179222636532036,0.7835579139605671,0.147452910906691,90,160.29647414214,302.2499067637232,93.30513464110894,0.2126943049400907
36,0.03795035112854595,0.3229460614030768,0.4007689700985446,90,196.8908876653779,24.60506333144437,184.501845598343,0.4676269742809165
37,0.02914112849679936,0.1256778319059712,0.2201833267336667,90,137.69653308459183,249.78898497797857,134.7081976953417,0.3105454774089401
38,0.023056013595290345,0.5245143400083265,0.13343676694407744,90,141.54762671879243,131.35193549872187,81.59653721274468,0.188136923535949
39,0.014156384147545031,0.490002133410879,0.38344640651228606,90,135.3389702079395,334.9877297280994,181.21890509773593,0.4553076432033539
40,0.023244267681410576,0.607970858478718,0.1559172731627249,90,85.99647280986477,69.7218948944368,99.57262954884835,0.2262867420897448
